日期,宠主ID,宠主姓名,宠物类型,服务项目,消费金额,医生,客户来源
2026-03-18,C00038,客户38,猫,绝育,483,刘医生,老客户
2026-03-18,C01264,客户1264,猫,体检,311,李医生,老客户
2026-03-18,C01264,客户1264,狗,看病,699,刘医生,老客户
2026-03-18,C00572,客户572,狗,绝育,566,刘医生,新客户
2026-03-18,C00512,客户512,狗,绝育,552,王医生,新客户
2026-03-18,C00978,客户978,猫,疫苗,111,刘医生,老客户
2026-03-18,C00849,客户849,狗,看病,314,王医生,新客户
2026-03-18,C00335,客户335,猫,看病,638,李医生,新客户
2026-03-18,C01482,客户1482,猫,洗护,109,陈医生,新客户
2026-03-18,C00039,客户39,猫,疫苗,119,王医生,老客户
2026-03-18,C00572,客户572,狗,绝育,609,王医生,老客户
2026-03-19,C00169,客户169,狗,绝育,388,陈医生,老客户
2026-03-19,C00580,客户580,狗,绝育,492,刘医生,新客户
2026-03-19,C00356,客户356,猫,看病,670,刘医生,新客户
2026-03-19,C00117,客户117,狗,看病,488,王医生,新客户
2026-03-19,C00011,客户11,狗,疫苗,120,王医生,新客户
2026-03-19,C01122,客户1122,狗,看病,401,刘医生,新客户
2026-03-19,C00412,客户412,狗,疫苗,164,王医生,新客户
2026-03-19,C01121,客户1121,猫,绝育,543,张医生,新客户
2026-03-19,C00866,客户866,狗,体检,244,张医生,老客户
2026-03-19,C01351,客户1351,猫,看病,535,张医生,新客户
2026-03-19,C01285,客户1285,猫,疫苗,148,刘医生,新客户
2026-03-19,C00413,客户413,猫,看病,558,刘医生,新客户
2026-03-19,C00654,客户654,其他,绝育,573,李医生,老客户
2026-03-19,C00530,客户530,狗,绝育,429,王医生,老客户
2026-03-19,C00472,客户472,猫,疫苗,157,王医生,老客户
2026-03-19,C01372,客户1372,狗,疫苗,109,张医生,新客户
2026-03-19,C01346,客户1346,狗,洗护,224,李医生,新客户
2026-03-19,C01184,客户1184,狗,看病,584,李医生,新客户
2026-03-19,C00104,客户104,狗,绝育,476,陈医生,老客户
2026-03-19,C00164,客户164,猫,绝育,694,王医生,老客户
2026-03-19,C00164,客户164,猫,看病,783,王医生,老客户
2026-03-19,C01405,客户1405,猫,体检,152,刘医生,老客户
2026-03-19,C00027,客户27,狗,绝育,569,张医生,新客户
2026-03-19,C00606,客户606,猫,绝育,471,陈医生,新客户
2026-03-19,C00012,客户12,狗,体检,313,刘医生,新客户
2026-03-19,C00199,客户199,猫,绝育,541,张医生,新客户
2026-03-19,C00644,客户644,狗,绝育,446,张医生,老客户
2026-03-19,C00610,客户610,狗,疫苗,106,王医生,老客户
2026-03-19,C00308,客户308,猫,看病,817,王医生,老客户
2026-03-19,C00024,客户24,猫,看病,711,刘医生,新客户
2026-03-19,C00903,客户903,狗,疫苗,131,刘医生,老客户
2026-03-19,C00561,客户561,狗,绝育,603,张医生,老客户
2026-03-19,C01127,客户1127,猫,疫苗,110,李医生,老客户
2026-03-19,C01293,客户1293,猫,看病,611,李医生,新客户
2026-03-19,C00496,客户496,猫,看病,580,李医生,新客户
2026-03-19,C01464,客户1464,猫,疫苗,117,陈医生,新客户
2026-03-19,C01064,客户1064,猫,绝育,341,王医生,老客户
2026-03-19,C00603,客户603,猫,看病,464,王医生,新客户
2026-03-19,C00233,客户233,猫,绝育,537,王医生,老客户
2026-03-19,C00404,客户404,猫,洗护,186,张医生,老客户
2026-03-19,C00119,客户119,猫,绝育,516,张医生,老客户
2026-03-19,C00106,客户106,狗,看病,517,张医生,新客户
2026-03-19,C00166,客户166,猫,看病,473,陈医生,老客户
2026-03-19,C00538,客户538,猫,绝育,600,李医生,新客户
2026-03-19,C00909,客户909,狗,看病,301,李医生,新客户
2026-03-19,C00461,客户461,其他,看病,327,张医生,新客户
2026-03-19,C00367,客户367,猫,绝育,496,王医生,新客户
2026-03-19,C00609,客户609,猫,体检,240,李医生,老客户
2026-03-19,C01086,客户1086,猫,体检,233,李医生,新客户
2026-03-19,C00440,客户440,猫,体检,407,张医生,老客户
2026-03-19,C00532,客户532,猫,疫苗,163,王医生,新客户
2026-03-19,C00107,客户107,猫,看病,487,刘医生,新客户
2026-03-19,C01257,客户1257,猫,绝育,530,李医生,老客户
2026-03-19,C00934,客户934,狗,疫苗,142,李医生,老客户
2026-03-19,C00752,客户752,猫,疫苗,95,李医生,老客户
2026-03-19,C00036,客户36,猫,看病,614,刘医生,新客户
2026-03-19,C00063,客户63,猫,绝育,648,李医生,新客户
2026-03-19,C00231,客户231,狗,绝育,358,刘医生,新客户
2026-03-19,C00640,客户640,其他,疫苗,94,李医生,老客户
2026-03-19,C01444,客户1444,猫,疫苗,143,李医生,老客户
2026-03-19,C01276,客户1276,狗,洗护,232,张医生,老客户
2026-03-19,C00735,客户735,猫,绝育,549,李医生,新客户
2026-03-19,C00487,客户487,狗,绝育,449,李医生,老客户
2026-03-19,C00244,客户244,狗,疫苗,159,张医生,新客户
2026-03-19,C01444,客户1444,狗,疫苗,148,李医生,新客户
2026-03-19,C00244,客户244,狗,看病,446,王医生,老客户
2026-03-19,C00505,客户505,猫,体检,212,张医生,老客户
2026-03-19,C00225,客户225,猫,看病,757,王医生,老客户
2026-03-19,C00101,客户101,猫,洗护,238,张医生,老客户
2026-03-19,C00320,客户320,狗,疫苗,132,张医生,新客户
2026-03-19,C01110,客户1110,狗,体检,349,陈医生,老客户
2026-03-19,C00287,客户287,狗,看病,667,刘医生,新客户
2026-03-19,C00453,客户453,猫,洗护,180,王医生,新客户
2026-03-19,C00624,客户624,猫,洗护,239,王医生,老客户
2026-03-19,C00238,客户238,狗,洗护,129,王医生,新客户
2026-03-19,C00289,客户289,猫,绝育,485,王医生,老客户
2026-03-19,C00389,客户389,猫,看病,726,刘医生,老客户
2026-03-19,C01003,客户1003,猫,疫苗,130,王医生,新客户
2026-03-19,C00303,客户303,猫,看病,864,陈医生,老客户
2026-03-19,C01393,客户1393,狗,看病,533,刘医生,老客户
2026-03-19,C01135,客户1135,狗,体检,347,张医生,新客户
2026-03-19,C00533,客户533,狗,绝育,486,李医生,老客户
2026-03-19,C00505,客户505,其他,绝育,512,李医生,老客户
2026-03-19,C01364,客户1364,猫,体检,330,陈医生,老客户
2026-03-19,C00329,客户329,狗,看病,494,刘医生,新客户
2026-03-19,C00085,客户85,狗,体检,292,王医生,老客户
2026-03-19,C00453,客户453,猫,洗护,262,李医生,老客户
2026-03-19,C01245,客户1245,猫,疫苗,85,李医生,老客户
2026-03-19,C00476,客户476,狗,绝育,414,王医生,新客户
2026-03-19,C01312,客户1312,猫,体检,292,刘医生,老客户
2026-03-19,C00203,客户203,猫,看病,348,张医生,新客户
2026-03-19,C01101,客户1101,狗,体检,225,王医生,老客户
2026-03-19,C01108,客户1108,狗,绝育,494,陈医生,新客户
2026-03-19,C00206,客户206,其他,体检,397,陈医生,新客户
2026-03-19,C00365,客户365,狗,绝育,468,王医生,新客户
2026-03-19,C00452,客户452,猫,绝育,581,李医生,老客户
2026-03-19,C01107,客户1107,狗,疫苗,92,张医生,老客户
2026-03-19,C00053,客户53,其他,绝育,458,王医生,老客户
2026-03-19,C01356,客户1356,狗,体检,334,李医生,老客户
2026-03-19,C00377,客户377,猫,看病,736,王医生,新客户
2026-03-19,C00069,客户69,狗,看病,239,刘医生,新客户
2026-03-20,C00341,客户341,猫,看病,306,张医生,新客户
2026-03-20,C00156,客户156,狗,绝育,736,李医生,老客户
2026-03-20,C01236,客户1236,狗,洗护,105,王医生,新客户
2026-03-20,C00934,客户934,狗,看病,711,张医生,新客户
2026-03-20,C00108,客户108,狗,体检,357,陈医生,新客户
2026-03-20,C00159,客户159,猫,看病,776,张医生,新客户
2026-03-20,C00423,客户423,狗,绝育,582,张医生,新客户
2026-03-20,C00311,客户311,狗,绝育,353,刘医生,老客户
2026-03-20,C00055,客户55,狗,洗护,256,刘医生,新客户
2026-03-20,C00782,客户782,猫,疫苗,112,刘医生,新客户
2026-03-20,C00399,客户399,猫,看病,972,李医生,新客户
2026-03-20,C00674,客户674,狗,绝育,434,陈医生,老客户
2026-03-20,C00335,客户335,猫,洗护,178,王医生,新客户
2026-03-20,C00293,客户293,狗,绝育,380,刘医生,新客户
2026-03-20,C00399,客户399,猫,体检,344,陈医生,老客户
2026-03-20,C00866,客户866,狗,看病,343,张医生,新客户
2026-03-20,C00206,客户206,狗,绝育,647,张医生,新客户
2026-03-20,C00539,客户539,狗,绝育,614,陈医生,老客户
2026-03-20,C00492,客户492,猫,绝育,632,李医生,新客户
2026-03-20,C01351,客户1351,狗,体检,299,李医生,新客户
2026-03-20,C00466,客户466,狗,绝育,389,李医生,老客户
2026-03-20,C00316,客户316,猫,绝育,546,张医生,新客户
2026-03-20,C00009,客户9,猫,绝育,676,王医生,新客户
2026-03-20,C00339,客户339,狗,疫苗,160,李医生,新客户
2026-03-20,C00258,客户258,猫,看病,419,王医生,新客户
2026-03-20,C00163,客户163,狗,绝育,749,刘医生,新客户
2026-03-20,C01245,客户1245,狗,疫苗,96,陈医生,老客户
2026-03-20,C00362,客户362,狗,绝育,717,陈医生,新客户
2026-03-20,C01346,客户1346,狗,疫苗,81,陈医生,老客户
2026-03-20,C00317,客户317,狗,绝育,521,王医生,新客户
2026-03-20,C00064,客户64,狗,疫苗,97,李医生,新客户
2026-03-20,C00223,客户223,猫,疫苗,125,陈医生,新客户
2026-03-20,C00394,客户394,狗,疫苗,127,刘医生,新客户
2026-03-20,C01086,客户1086,猫,绝育,518,刘医生,新客户
2026-03-20,C00165,客户165,狗,看病,329,王医生,新客户
2026-03-20,C00436,客户436,猫,体检,241,王医生,新客户
2026-03-20,C00753,客户753,其他,体检,319,刘医生,新客户
2026-03-20,C00048,客户48,猫,疫苗,99,刘医生,老客户
2026-03-20,C00551,客户551,猫,看病,950,李医生,新客户
2026-03-20,C00600,客户600,狗,洗护,177,李医生,老客户
2026-03-20,C00404,客户404,狗,看病,501,张医生,老客户
2026-03-20,C00270,客户270,猫,绝育,346,李医生,新客户
2026-03-20,C01001,客户1001,狗,体检,328,王医生,新客户
2026-03-20,C00939,客户939,猫,体检,207,张医生,新客户
2026-03-20,C00091,客户91,狗,疫苗,178,刘医生,新客户
2026-03-20,C00200,客户200,狗,看病,963,王医生,新客户
2026-03-20,C01418,客户1418,狗,看病,563,张医生,新客户
2026-03-20,C00042,客户42,狗,看病,782,刘医生,老客户
2026-03-20,C00541,客户541,狗,看病,735,刘医生,新客户
2026-03-20,C01238,客户1238,猫,绝育,342,王医生,新客户
2026-03-20,C01227,客户1227,狗,看病,574,张医生,新客户
2026-03-20,C01118,客户1118,狗,疫苗,147,王医生,新客户
2026-03-20,C00222,客户222,狗,绝育,524,李医生,新客户
2026-03-20,C00438,客户438,狗,看病,702,张医生,新客户
2026-03-20,C00601,客户601,猫,看病,725,李医生,新客户
2026-03-20,C00092,客户92,狗,体检,216,王医生,新客户
2026-03-20,C00369,客户369,狗,看病,282,陈医生,老客户
2026-03-20,C00045,客户45,猫,体检,326,王医生,新客户
2026-03-20,C00417,客户417,狗,看病,698,王医生,老客户
2026-03-20,C00591,客户591,猫,体检,343,王医生,老客户
2026-03-20,C00454,客户454,狗,体检,339,刘医生,老客户
2026-03-20,C00298,客户298,狗,绝育,685,张医生,老客户
2026-03-20,C00529,客户529,其他,看病,538,李医生,老客户
2026-03-20,C00521,客户521,狗,绝育,401,张医生,老客户
2026-03-20,C00008,客户8,狗,洗护,269,张医生,老客户
2026-03-20,C00173,客户173,猫,看病,407,王医生,新客户
2026-03-20,C01373,客户1373,猫,看病,719,李医生,老客户
2026-03-20,C00419,客户419,狗,体检,340,刘医生,老客户
2026-03-20,C00196,客户196,狗,疫苗,119,刘医生,新客户
2026-03-20,C00405,客户405,狗,看病,720,王医生,新客户
2026-03-20,C00524,客户524,狗,绝育,425,李医生,老客户
2026-03-20,C00490,客户490,猫,体检,216,陈医生,新客户
2026-03-20,C00190,客户190,狗,看病,566,王医生,老客户
2026-03-20,C00371,客户371,狗,绝育,593,刘医生,新客户
2026-03-20,C00044,客户44,猫,看病,813,张医生,新客户
2026-03-20,C01140,客户1140,猫,洗护,144,李医生,新客户
2026-03-20,C00350,客户350,狗,看病,817,张医生,新客户
2026-03-20,C00502,客户502,狗,疫苗,119,王医生,新客户
2026-03-20,C01175,客户1175,狗,体检,220,王医生,新客户
2026-03-20,C00976,客户976,其他,看病,233,陈医生,老客户
2026-03-20,C01368,客户1368,猫,看病,415,刘医生,老客户
2026-03-20,C00177,客户177,狗,看病,495,陈医生,新客户
2026-03-20,C00524,客户524,狗,看病,503,刘医生,新客户
2026-03-20,C01397,客户1397,猫,体检,327,李医生,老客户
2026-03-20,C00583,客户583,狗,洗护,275,李医生,老客户
2026-03-20,C01142,客户1142,狗,体检,286,刘医生,新客户
2026-03-20,C00873,客户873,猫,洗护,113,李医生,新客户
2026-03-20,C00032,客户32,猫,看病,522,刘医生,老客户
2026-03-20,C00076,客户76,狗,绝育,576,李医生,新客户
2026-03-20,C00051,客户51,猫,体检,216,李医生,新客户
2026-03-20,C00176,客户176,狗,看病,574,张医生,新客户
2026-03-20,C00288,客户288,猫,看病,973,张医生,新客户
2026-03-20,C00435,客户435,猫,疫苗,137,刘医生,新客户
2026-03-20,C00414,客户414,其他,看病,547,王医生,老客户
2026-03-20,C01152,客户1152,狗,看病,483,王医生,新客户
2026-03-20,C00197,客户197,猫,看病,319,王医生,新客户
2026-03-20,C00526,客户526,狗,疫苗,152,王医生,新客户
2026-03-20,C00588,客户588,狗,绝育,520,刘医生,新客户
2026-03-20,C00055,客户55,其他,疫苗,174,李医生,新客户
2026-03-20,C00671,客户671,猫,看病,690,李医生,老客户
2026-03-20,C00530,客户530,狗,绝育,424,陈医生,老客户
2026-03-20,C01160,客户1160,猫,绝育,335,陈医生,新客户
2026-03-21,C00285,客户285,猫,体检,317,李医生,新客户
2026-03-21,C00325,客户325,狗,看病,820,王医生,新客户
2026-03-21,C00531,客户531,其他,体检,383,李医生,新客户
2026-03-21,C01031,客户1031,狗,洗护,218,张医生,老客户
2026-03-21,C00131,客户131,猫,体检,278,李医生,新客户
2026-03-21,C00144,客户144,狗,绝育,333,李医生,老客户
2026-03-21,C00075,客户75,狗,体检,440,张医生,新客户
2026-03-21,C00190,客户190,狗,洗护,137,王医生,新客户
2026-03-21,C00565,客户565,其他,洗护,320,李医生,新客户
2026-03-21,C00067,客户67,狗,看病,876,刘医生,老客户
2026-03-21,C00546,客户546,猫,体检,377,李医生,老客户
2026-03-21,C00369,客户369,狗,看病,257,王医生,新客户
2026-03-21,C00531,客户531,狗,看病,859,刘医生,新客户
2026-03-21,C00411,客户411,狗,看病,653,张医生,老客户
2026-03-21,C00098,客户98,猫,看病,300,张医生,老客户
2026-03-21,C00299,客户299,猫,体检,189,陈医生,新客户
2026-03-21,C00396,客户396,狗,绝育,508,李医生,新客户
2026-03-21,C01095,客户1095,猫,绝育,521,陈医生,新客户
2026-03-21,C00221,客户221,狗,看病,802,张医生,老客户
2026-03-21,C00299,客户299,猫,看病,436,李医生,老客户
2026-03-21,C00327,客户327,猫,看病,963,刘医生,老客户
2026-03-21,C00112,客户112,猫,看病,698,李医生,老客户
2026-03-21,C00723,客户723,狗,看病,328,王医生,新客户
2026-03-21,C01184,客户1184,狗,洗护,133,王医生,新客户
2026-03-21,C01157,客户1157,猫,体检,158,刘医生,新客户
2026-03-21,C01232,客户1232,狗,绝育,497,李医生,老客户
2026-03-21,C00342,客户342,猫,洗护,285,李医生,新客户
2026-03-21,C00109,客户109,其他,绝育,421,张医生,新客户
2026-03-21,C00343,客户343,狗,看病,445,李医生,新客户
2026-03-21,C00514,客户514,猫,绝育,381,王医生,新客户
2026-03-21,C00069,客户69,狗,绝育,610,张医生,新客户
2026-03-21,C01104,客户1104,其他,疫苗,84,陈医生,老客户
2026-03-21,C01175,客户1175,其他,绝育,340,李医生,新客户
2026-03-21,C00493,客户493,狗,看病,235,陈医生,新客户
2026-03-21,C00427,客户427,猫,体检,191,王医生,新客户
2026-03-21,C00574,客户574,猫,看病,250,张医生,新客户
2026-03-21,C00122,客户122,猫,绝育,416,刘医生,老客户
2026-03-21,C00216,客户216,猫,疫苗,99,李医生,新客户
2026-03-21,C00603,客户603,狗,看病,274,李医生,新客户
2026-03-21,C00420,客户420,猫,绝育,432,刘医生,老客户
2026-03-21,C00487,客户487,狗,绝育,528,张医生,老客户
2026-03-21,C00361,客户361,猫,看病,502,刘医生,新客户
2026-03-21,C00220,客户220,猫,看病,262,刘医生,新客户
2026-03-21,C00858,客户858,其他,疫苗,132,王医生,新客户
2026-03-21,C00420,客户420,狗,绝育,387,李医生,老客户
2026-03-21,C00342,客户342,猫,洗护,223,陈医生,老客户
2026-03-21,C00237,客户237,狗,看病,255,张医生,新客户
2026-03-21,C00852,客户852,其他,疫苗,125,王医生,新客户
2026-03-21,C00275,客户275,狗,看病,745,李医生,新客户
2026-03-21,C00463,客户463,狗,疫苗,164,王医生,老客户
2026-03-21,C00364,客户364,狗,看病,354,李医生,老客户
2026-03-21,C01121,客户1121,猫,绝育,538,张医生,新客户
2026-03-21,C00117,客户117,猫,看病,441,李医生,新客户
2026-03-21,C00016,客户16,狗,绝育,663,张医生,老客户
2026-03-21,C00612,客户612,猫,疫苗,108,王医生,新客户
2026-03-21,C00576,客户576,狗,疫苗,129,李医生,老客户
2026-03-21,C00256,客户256,其他,疫苗,123,王医生,老客户
2026-03-21,C01364,客户1364,狗,疫苗,88,刘医生,老客户
2026-03-21,C00394,客户394,猫,体检,282,刘医生,新客户
2026-03-21,C00391,客户391,猫,看病,886,王医生,新客户
2026-03-21,C00465,客户465,狗,疫苗,168,陈医生,老客户
2026-03-21,C00663,客户663,狗,体检,308,刘医生,新客户
2026-03-21,C00279,客户279,狗,看病,533,李医生,新客户
2026-03-21,C00356,客户356,猫,疫苗,110,陈医生,新客户
2026-03-21,C00040,客户40,狗,绝育,592,李医生,老客户
2026-03-21,C00557,客户557,猫,看病,388,李医生,老客户
2026-03-21,C00419,客户419,狗,体检,402,张医生,新客户
2026-03-21,C00607,客户607,狗,绝育,427,张医生,老客户
2026-03-21,C00050,客户50,狗,绝育,500,李医生,老客户
2026-03-21,C00339,客户339,猫,绝育,714,王医生,老客户
2026-03-21,C01204,客户1204,猫,疫苗,96,陈医生,新客户
2026-03-21,C00328,客户328,猫,看病,734,张医生,新客户
2026-03-21,C01126,客户1126,其他,看病,790,王医生,新客户
2026-03-21,C01118,客户1118,狗,绝育,494,张医生,新客户
2026-03-21,C01364,客户1364,猫,疫苗,81,王医生,新客户
2026-03-21,C00843,客户843,猫,体检,345,李医生,老客户
2026-03-21,C01203,客户1203,猫,疫苗,86,陈医生,老客户
2026-03-21,C01070,客户1070,猫,看病,244,王医生,老客户
2026-03-21,C00338,客户338,狗,看病,541,张医生,新客户
2026-03-21,C00479,客户479,猫,洗护,113,张医生,新客户
2026-03-21,C00195,客户195,猫,看病,346,刘医生,新客户
2026-03-21,C00503,客户503,狗,疫苗,140,张医生,老客户
2026-03-21,C00688,客户688,狗,看病,546,李医生,新客户
2026-03-21,C00479,客户479,猫,绝育,666,李医生,新客户
2026-03-21,C00495,客户495,猫,看病,821,李医生,新客户
2026-03-21,C01309,客户1309,猫,洗护,241,张医生,老客户
2026-03-21,C00789,客户789,狗,洗护,203,王医生,老客户
2026-03-21,C00554,客户554,狗,洗护,152,王医生,新客户
2026-03-21,C00735,客户735,猫,看病,435,王医生,新客户
2026-03-21,C00060,客户60,猫,疫苗,136,李医生,新客户
2026-03-21,C00425,客户425,猫,绝育,585,李医生,新客户
2026-03-21,C00025,客户25,狗,洗护,227,李医生,新客户
2026-03-21,C00562,客户562,猫,疫苗,167,李医生,老客户
2026-03-21,C01031,客户1031,猫,疫苗,118,刘医生,新客户
2026-03-21,C00266,客户266,猫,看病,914,陈医生,新客户
2026-03-22,C00425,客户425,猫,看病,818,李医生,新客户
2026-03-22,C01151,客户1151,狗,看病,725,李医生,新客户
2026-03-22,C01256,客户1256,狗,看病,595,王医生,老客户
2026-03-22,C00497,客户497,猫,绝育,457,王医生,新客户
2026-03-22,C00975,客户975,猫,体检,257,王医生,老客户
2026-03-22,C00204,客户204,其他,体检,388,李医生,老客户
2026-03-22,C00624,客户624,狗,绝育,402,李医生,新客户
2026-03-22,C00322,客户322,猫,看病,780,李医生,新客户
2026-03-22,C00544,客户544,猫,看病,449,张医生,新客户
2026-03-22,C00853,客户853,狗,洗护,100,陈医生,老客户
2026-03-22,C00394,客户394,狗,体检,262,李医生,新客户
2026-03-22,C01070,客户1070,狗,疫苗,118,王医生,新客户
2026-03-22,C00364,客户364,狗,绝育,642,王医生,老客户
2026-03-22,C01266,客户1266,猫,看病,652,李医生,老客户
2026-03-22,C00028,客户28,猫,绝育,597,李医生,老客户
2026-03-22,C00188,客户188,其他,看病,664,陈医生,老客户
2026-03-22,C01364,客户1364,狗,疫苗,105,王医生,新客户
2026-03-22,C00240,客户240,其他,洗护,284,王医生,老客户
2026-03-22,C00143,客户143,猫,看病,736,王医生,新客户
2026-03-22,C00149,客户149,猫,绝育,382,刘医生,新客户
2026-03-22,C00228,客户228,狗,绝育,468,李医生,新客户
2026-03-22,C00179,客户179,猫,绝育,405,张医生,新客户
2026-03-22,C00378,客户378,狗,看病,744,张医生,新客户
2026-03-22,C01380,客户1380,狗,体检,168,王医生,老客户
2026-03-22,C00251,客户251,狗,看病,947,李医生,新客户
2026-03-22,C00296,客户296,狗,绝育,557,李医生,新客户
2026-03-22,C00209,客户209,狗,绝育,425,李医生,老客户
2026-03-22,C00566,客户566,狗,看病,607,王医生,老客户
2026-03-22,C00091,客户91,猫,绝育,680,陈医生,老客户
2026-03-22,C00296,客户296,猫,看病,301,王医生,老客户
2026-03-22,C01428,客户1428,其他,疫苗,130,李医生,新客户
2026-03-22,C00264,客户264,其他,体检,206,张医生,新客户
2026-03-22,C00495,客户495,狗,看病,330,李医生,新客户
2026-03-22,C00269,客户269,狗,看病,570,李医生,新客户
2026-03-22,C00635,客户635,猫,体检,279,张医生,新客户
2026-03-22,C00549,客户549,猫,看病,964,王医生,新客户
2026-03-22,C00048,客户48,狗,看病,838,张医生,新客户
2026-03-22,C00452,客户452,猫,绝育,589,李医生,新客户
2026-03-22,C00268,客户268,猫,看病,535,王医生,新客户
2026-03-22,C00490,客户490,狗,疫苗,150,张医生,新客户
2026-03-22,C00581,客户581,狗,体检,358,李医生,新客户
2026-03-22,C00571,客户571,狗,绝育,373,陈医生,新客户
2026-03-22,C00507,客户507,猫,绝育,489,陈医生,新客户
2026-03-22,C00581,客户581,狗,看病,866,王医生,新客户
2026-03-22,C00158,客户158,猫,洗护,122,李医生,老客户
2026-03-22,C00260,客户260,狗,疫苗,175,李医生,新客户
2026-03-22,C01233,客户1233,狗,疫苗,146,刘医生,老客户
2026-03-22,C00015,客户15,猫,绝育,623,李医生,新客户
2026-03-22,C00533,客户533,狗,看病,567,李医生,新客户
2026-03-22,C00579,客户579,狗,绝育,616,王医生,老客户
2026-03-22,C01143,客户1143,猫,洗护,109,王医生,新客户
2026-03-22,C00301,客户301,狗,体检,377,张医生,老客户
2026-03-22,C00206,客户206,狗,看病,538,王医生,新客户
2026-03-22,C01143,客户1143,狗,绝育,541,王医生,老客户
2026-03-22,C00762,客户762,其他,看病,404,张医生,老客户
2026-03-22,C00667,客户667,狗,疫苗,150,刘医生,新客户
2026-03-22,C00675,客户675,猫,洗护,140,张医生,老客户
2026-03-22,C00640,客户640,狗,体检,269,刘医生,新客户
2026-03-22,C00442,客户442,猫,绝育,511,张医生,新客户
2026-03-22,C00378,客户378,猫,看病,426,王医生,新客户
2026-03-22,C01237,客户1237,狗,看病,743,王医生,新客户
2026-03-22,C00134,客户134,狗,看病,247,王医生,老客户
2026-03-22,C00255,客户255,猫,看病,799,李医生,老客户
2026-03-22,C00023,客户23,猫,绝育,343,王医生,新客户
2026-03-22,C01061,客户1061,狗,绝育,459,张医生,新客户
2026-03-22,C00312,客户312,狗,体检,321,张医生,新客户
2026-03-22,C00312,客户312,猫,绝育,626,李医生,新客户
2026-03-22,C00140,客户140,狗,看病,465,刘医生,老客户
2026-03-22,C00057,客户57,猫,绝育,567,李医生,老客户
2026-03-22,C01046,客户1046,猫,疫苗,142,王医生,老客户
2026-03-22,C00256,客户256,猫,体检,417,王医生,新客户
2026-03-22,C00200,客户200,猫,看病,425,刘医生,新客户
2026-03-22,C00018,客户18,猫,洗护,167,张医生,老客户
2026-03-22,C00450,客户450,狗,看病,630,刘医生,新客户
2026-03-22,C00910,客户910,猫,疫苗,127,张医生,老客户
2026-03-22,C00226,客户226,猫,绝育,457,张医生,新客户
2026-03-22,C00357,客户357,狗,看病,585,刘医生,新客户
2026-03-22,C00226,客户226,猫,看病,975,张医生,新客户
2026-03-22,C00401,客户401,猫,绝育,604,王医生,老客户
2026-03-22,C00316,客户316,狗,疫苗,140,李医生,新客户
2026-03-22,C00439,客户439,狗,绝育,496,张医生,新客户
2026-03-22,C00973,客户973,猫,体检,258,陈医生,新客户
2026-03-22,C00116,客户116,狗,绝育,714,陈医生,老客户
2026-03-22,C00078,客户78,猫,看病,415,陈医生,老客户
2026-03-22,C00064,客户64,狗,绝育,686,李医生,新客户
2026-03-22,C00064,客户64,猫,疫苗,154,李医生,新客户
2026-03-22,C00120,客户120,其他,绝育,565,李医生,新客户
2026-03-22,C00709,客户709,狗,疫苗,138,张医生,新客户
2026-03-22,C00349,客户349,其他,绝育,362,王医生,新客户
2026-03-22,C00164,客户164,狗,看病,699,张医生,新客户
2026-03-22,C00468,客户468,其他,看病,577,李医生,老客户
2026-03-22,C01138,客户1138,狗,疫苗,117,李医生,老客户
2026-03-22,C00136,客户136,猫,绝育,502,王医生,新客户
2026-03-22,C01294,客户1294,狗,洗护,159,李医生,新客户
2026-03-22,C00482,客户482,狗,绝育,484,王医生,新客户
2026-03-22,C00136,客户136,狗,看病,673,陈医生,新客户
2026-03-22,C00245,客户245,猫,看病,551,李医生,老客户
2026-03-22,C00130,客户130,猫,看病,451,张医生,新客户
2026-03-22,C00771,客户771,狗,看病,517,王医生,老客户
2026-03-22,C00603,客户603,其他,绝育,314,王医生,老客户
2026-03-22,C00826,客户826,猫,疫苗,81,陈医生,老客户
2026-03-22,C00376,客户376,其他,绝育,640,王医生,老客户
2026-03-23,C00219,客户219,猫,疫苗,149,陈医生,新客户
2026-03-23,C00254,客户254,狗,看病,614,李医生,新客户
2026-03-23,C00576,客户576,猫,看病,666,刘医生,新客户
2026-03-23,C00231,客户231,猫,看病,791,王医生,新客户
2026-03-23,C00035,客户35,猫,看病,815,刘医生,新客户
2026-03-23,C00392,客户392,猫,体检,249,李医生,新客户
2026-03-23,C00025,客户25,猫,看病,915,李医生,老客户
2026-03-23,C00549,客户549,猫,绝育,582,李医生,新客户
2026-03-23,C00056,客户56,猫,洗护,299,王医生,新客户
2026-03-23,C00526,客户526,狗,看病,428,李医生,新客户
2026-03-23,C01453,客户1453,其他,疫苗,133,王医生,新客户
2026-03-23,C00212,客户212,狗,看病,286,刘医生,老客户
2026-03-23,C01091,客户1091,猫,洗护,203,王医生,新客户
2026-03-23,C00422,客户422,狗,看病,865,张医生,新客户
2026-03-23,C00427,客户427,猫,看病,362,刘医生,新客户
2026-03-23,C00078,客户78,狗,洗护,251,王医生,新客户
2026-03-23,C01266,客户1266,狗,洗护,193,张医生,新客户
2026-03-23,C00679,客户679,狗,洗护,149,陈医生,老客户
2026-03-23,C00439,客户439,猫,绝育,510,李医生,新客户
2026-03-23,C00388,客户388,猫,看病,505,李医生,老客户
2026-03-23,C00276,客户276,猫,疫苗,140,王医生,新客户
2026-03-23,C00271,客户271,猫,绝育,463,张医生,新客户
2026-03-23,C00490,客户490,猫,绝育,353,王医生,新客户
